uniqueID,drugName,condition,review,rating,date,usefulCount,review_length,word_count
614,Alprazolam,Anxiety,Too many side effects. Had to switch medications. I was prescribed Alprazolam for anxiety.,3,"October 14, 2020",44,90,14
2102,Sumatriptan,Migraine,The drowsiness was unbearable. Could not function normally. I was prescribed Sumatriptan for migraine.,3,"August 08, 2022",113,102,14
1809,Venlafaxine,Depression,Not worth the side effects. Very disappointed. I was prescribed Venlafaxine for depression.,2,"July 02, 2018",133,91,13
3439,Metformin,Diabetes Type 2,Gained significant weight while on this medication. I was prescribed Metformin for diabetes type 2.,2,"January 17, 2015",65,99,15
1162,Rizatriptan,Migraine,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Rizatriptan for migraine.,10,"February 01, 2018",153,112,17
4226,Atorvastatin,High Cholesterol,Changed my life for the better. Finally feel normal again. I was prescribed Atorvastatin for high cholesterol.,7,"September 17, 2015",22,110,17
3120,Amoxicillin,UTI,Been taking for months with consistent positive results. I was prescribed Amoxicillin for uti.,10,"August 21, 2015",163,94,14
3653,Benzoyl Peroxide,Acne,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Benzoyl Peroxide for acne.,7,"May 20, 2022",101,113,18
1611,Montelukast,Allergies,Results are hit or miss. Some days are better than others. I was prescribed Montelukast for allergies.,5,"August 29, 2020",66,102,17
1933,Tretinoin,Acne,Average medication. Does what it is supposed to do. I was prescribed Tretinoin for acne.,4,"February 10, 2015",18,88,15
3028,Januvia,Diabetes Type 2,This medication has been a lifesaver. I was prescribed Januvia for diabetes type 2.,7,"May 06, 2021",111,83,14
565,Ortho Tri-Cyclen,Birth Control,Been taking for months with consistent positive results. I was prescribed Ortho Tri-Cyclen for birth control.,9,"November 12, 2015",76,109,16
3572,Naproxen,Pain,Great results overall. I was prescribed Naproxen for pain.,9,"October 30, 2021",94,58,9
4248,Meloxicam,Arthritis,Very effective treatment. I was prescribed Meloxicam for arthritis.,10,"May 26, 2022",12,67,9
2389,Amoxicillin,UTI,Been taking for months with consistent positive results. I was prescribed Amoxicillin for uti.,8,"August 08, 2019",90,94,14
1472,Omeprazole,GERD,Results are hit or miss. Some days are better than others. I was prescribed Omeprazole for gerd.,4,"July 24, 2021",124,96,17
2631,Nitrofurantoin,UTI,Results are hit or miss. Some days are better than others. I was prescribed Nitrofurantoin for uti.,6,"April 25, 2019",113,99,17
1836,Ciprofloxacin,UTI,Been on this for a while. Seems to help somewhat. I was prescribed Ciprofloxacin for uti.,6,"January 27, 2020",86,89,16
4929,Ranitidine,GERD,Did not work for me at all. Waste of money. I was prescribed Ranitidine for gerd.,2,"January 16, 2022",168,81,16
3476,Atorvastatin,High Cholesterol,Not worth the side effects. Very disappointed. I was prescribed Atorvastatin for high cholesterol.,2,"October 12, 2022",94,98,14
1534,Lamotrigine,Bipolar Disorder,Average medication. Does what it is supposed to do. I was prescribed Lamotrigine for bipolar disorder.,5,"March 12, 2017",5,102,16
4328,Lisinopril,High Blood Pressure,Works well with minimal side effects. I was prescribed Lisinopril for high blood pressure.,8,"October 04, 2022",133,90,14
2485,Alprazolam,Anxiety,It works okay but nothing spectacular. I was prescribed Alprazolam for anxiety.,4,"March 02, 2020",47,79,12
4208,Hydroxyzine,Anxiety,Did not work for me at all. Waste of money. I was prescribed Hydroxyzine for anxiety.,1,"July 07, 2021",108,85,16
1173,Insulin Glargine,Diabetes Type 2,No major complaints but no major improvements either. I was prescribed Insulin Glargine for diabetes type 2.,6,"June 29, 2020",134,108,17
1428,Meloxicam,Arthritis,Caused severe headaches and nausea. I was prescribed Meloxicam for arthritis.,3,"August 15, 2015",161,77,11
326,Ambien,Insomnia,The drowsiness was unbearable. Could not function normally. I was prescribed Ambien for insomnia.,2,"September 09, 2020",18,97,14
1052,Sertraline,Depression,Average medication. Does what it is supposed to do. I was prescribed Sertraline for depression.,6,"June 27, 2017",94,95,15
3320,Montelukast,Allergies,Highly recommend to anyone dealing with this condition. I was prescribed Montelukast for allergies.,10,"March 08, 2022",73,99,14
4722,Naproxen,Pain,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Naproxen for pain.,7,"October 17, 2017",160,105,17
3865,Prednisone,Arthritis,It works okay but nothing spectacular. I was prescribed Prednisone for arthritis.,5,"March 06, 2020",128,81,12
2604,Azithromycin,Pneumonia,Not worth the side effects. Very disappointed. I was prescribed Azithromycin for pneumonia.,3,"May 15, 2020",33,91,13
1739,Tramadol,Pain,Highly recommend to anyone dealing with this condition. I was prescribed Tramadol for pain.,8,"January 22, 2022",165,91,14
1197,Escitalopram,Depression,Results are hit or miss. Some days are better than others. I was prescribed Escitalopram for depression.,5,"December 09, 2016",124,104,17
621,Rizatriptan,Migraine,Some improvement but still dealing with symptoms. I was prescribed Rizatriptan for migraine.,4,"February 18, 2020",29,92,13
1375,Ciprofloxacin,UTI,Works well with minimal side effects. I was prescribed Ciprofloxacin for uti.,9,"July 04, 2021",123,77,12
2880,Ambien,Insomnia,Been on this for a while. Seems to help somewhat. I was prescribed Ambien for insomnia.,5,"January 19, 2020",128,87,16
1190,Albuterol,Asthma,Terrible side effects made me stop taking it. I was prescribed Albuterol for asthma.,3,"March 11, 2018",152,84,14
329,Doxycycline,Pneumonia,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Doxycycline for pneumonia.,7,"July 05, 2021",141,113,17
649,Melatonin,Insomnia,No major complaints but no major improvements either. I was prescribed Melatonin for insomnia.,5,"June 27, 2016",63,94,14
898,Sumatriptan,Migraine,No major complaints but no major improvements either. I was prescribed Sumatriptan for migraine.,6,"February 26, 2023",33,96,14
3883,Januvia,Diabetes Type 2,Terrible side effects made me stop taking it. I was prescribed Januvia for diabetes type 2.,1,"October 14, 2018",60,91,16
1124,Simvastatin,High Cholesterol,Made my condition worse. Would not recommend. I was prescribed Simvastatin for high cholesterol.,3,"May 28, 2018",2,96,14
1892,Fluoxetine,Depression,Average medication. Does what it is supposed to do. I was prescribed Fluoxetine for depression.,6,"May 23, 2021",58,95,15
4644,Famotidine,GERD,Great results overall. I was prescribed Famotidine for gerd.,9,"June 04, 2015",150,60,9
4792,Strattera,ADHD,Some improvement but still dealing with symptoms. I was prescribed Strattera for adhd.,5,"February 17, 2020",193,86,13
4530,Januvia,Diabetes Type 2,Been on this for a while. Seems to help somewhat. I was prescribed Januvia for diabetes type 2.,4,"August 24, 2017",57,95,18
4235,Azithromycin,Pneumonia,Caused severe headaches and nausea. I was prescribed Azithromycin for pneumonia.,2,"July 26, 2018",166,80,11
1594,Montelukast,Allergies,Great results overall. I was prescribed Montelukast for allergies.,8,"March 18, 2021",104,66,9
3313,Mirena,Birth Control,Great results overall. I was prescribed Mirena for birth control.,10,"December 10, 2022",126,65,10
2548,Hydroxyzine,Anxiety,Been on this for a while. Seems to help somewhat. I was prescribed Hydroxyzine for anxiety.,4,"February 03, 2016",74,91,16
1546,Doxepin,Insomnia,I noticed improvement within the first week. I was prescribed Doxepin for insomnia.,7,"March 26, 2021",118,83,13
4337,NuvaRing,Birth Control,Initially helped but stopped working after a month. I was prescribed NuvaRing for birth control.,1,"August 01, 2019",150,96,15
1024,Losartan,High Blood Pressure,Works well with minimal side effects. I was prescribed Losartan for high blood pressure.,10,"June 06, 2017",114,88,14
1972,Mirena,Birth Control,Too many side effects. Had to switch medications. I was prescribed Mirena for birth control.,1,"October 13, 2020",150,92,15
4989,Isotretinoin,Acne,Average medication. Does what it is supposed to do. I was prescribed Isotretinoin for acne.,6,"September 10, 2017",141,91,15
1715,Insulin Glargine,Diabetes Type 2,Average medication. Does what it is supposed to do. I was prescribed Insulin Glargine for diabetes type 2.,4,"December 14, 2022",143,106,18
1718,Loratadine,Allergies,Some improvement but still dealing with symptoms. I was prescribed Loratadine for allergies.,6,"September 14, 2020",69,92,13
1478,Liothyronine,Hypothyroidism,Been taking for months with consistent positive results. I was prescribed Liothyronine for hypothyroidism.,7,"December 02, 2016",194,106,14
810,Vyvanse,ADHD,Caused severe headaches and nausea. I was prescribed Vyvanse for adhd.,3,"December 17, 2017",98,70,11
2851,Phentermine,Obesity,Results are hit or miss. Some days are better than others. I was prescribed Phentermine for obesity.,4,"October 11, 2019",198,100,17
979,Buspirone,Anxiety,Terrible side effects made me stop taking it. I was prescribed Buspirone for anxiety.,2,"June 03, 2021",152,85,14
4688,Humira,Arthritis,Gained significant weight while on this medication. I was prescribed Humira for arthritis.,3,"February 23, 2018",97,90,13
4896,Phentermine,Obesity,It works okay but nothing spectacular. I was prescribed Phentermine for obesity.,5,"September 27, 2020",144,80,12
1685,Lamotrigine,Bipolar Disorder,Terrible side effects made me stop taking it. I was prescribed Lamotrigine for bipolar disorder.,3,"April 05, 2015",142,96,15
4661,Quetiapine,Bipolar Disorder,Highly recommend to anyone dealing with this condition. I was prescribed Quetiapine for bipolar disorder.,9,"September 17, 2019",32,105,15
1515,Prednisone,Arthritis,Been on this for a while. Seems to help somewhat. I was prescribed Prednisone for arthritis.,5,"June 20, 2022",178,92,16
2405,Rosuvastatin,High Cholesterol,Highly recommend to anyone dealing with this condition. I was prescribed Rosuvastatin for high cholesterol.,10,"May 23, 2019",49,107,15
2022,Yaz,Birth Control,It works okay but nothing spectacular. I was prescribed Yaz for birth control.,6,"September 24, 2019",7,78,13
4554,Lisinopril,High Blood Pressure,My doctor took me off this due to adverse reactions. I was prescribed Lisinopril for high blood pressure.,3,"December 14, 2020",91,105,18
1768,Adderall,ADHD,Average medication. Does what it is supposed to do. I was prescribed Adderall for adhd.,5,"April 09, 2022",106,87,15
175,Rosuvastatin,High Cholesterol,Been on this for a while. Seems to help somewhat. I was prescribed Rosuvastatin for high cholesterol.,6,"April 08, 2019",115,101,17
1555,Valproate,Bipolar Disorder,Average medication. Does what it is supposed to do. I was prescribed Valproate for bipolar disorder.,5,"January 16, 2022",175,100,16
4216,Atorvastatin,High Cholesterol,My doctor recommended this and it really helped. I was prescribed Atorvastatin for high cholesterol.,7,"January 30, 2020",130,100,15
1483,Rosuvastatin,High Cholesterol,Great results overall. I was prescribed Rosuvastatin for high cholesterol.,10,"September 02, 2018",111,74,10
4462,Losartan,High Blood Pressure,Very effective treatment. I was prescribed Losartan for high blood pressure.,10,"February 13, 2020",85,76,11
218,Quetiapine,Bipolar Disorder,It works okay but nothing spectacular. I was prescribed Quetiapine for bipolar disorder.,5,"December 09, 2019",25,88,13
3915,Pantoprazole,GERD,The drowsiness was unbearable. Could not function normally. I was prescribed Pantoprazole for gerd.,2,"July 07, 2022",169,99,14
3721,Ortho Tri-Cyclen,Birth Control,I noticed improvement within the first week. I was prescribed Ortho Tri-Cyclen for birth control.,8,"August 27, 2022",130,97,15
691,Ambien,Insomnia,Average medication. Does what it is supposed to do. I was prescribed Ambien for insomnia.,5,"November 20, 2015",130,89,15
2578,Humira,Arthritis,Great results overall. I was prescribed Humira for arthritis.,8,"March 07, 2016",44,61,9
2234,Amlodipine,High Blood Pressure,Works well with minimal side effects. I was prescribed Amlodipine for high blood pressure.,8,"July 28, 2015",97,90,14
2239,Glipizide,Diabetes Type 2,It works okay but nothing spectacular. I was prescribed Glipizide for diabetes type 2.,4,"January 03, 2015",13,86,14
1107,Humira,Arthritis,Very effective treatment. I was prescribed Humira for arthritis.,7,"July 21, 2018",167,64,9
1790,Alprazolam,Anxiety,Very effective treatment. I was prescribed Alprazolam for anxiety.,9,"October 02, 2018",35,66,9
3189,Losartan,High Blood Pressure,Works well with minimal side effects. I was prescribed Losartan for high blood pressure.,8,"December 07, 2016",48,88,14
2437,Amoxicillin,UTI,Results are hit or miss. Some days are better than others. I was prescribed Amoxicillin for uti.,5,"October 02, 2019",152,96,17
612,Liothyronine,Hypothyroidism,Average medication. Does what it is supposed to do. I was prescribed Liothyronine for hypothyroidism.,5,"October 03, 2015",76,101,15
3661,Lisinopril,High Blood Pressure,Results are hit or miss. Some days are better than others. I was prescribed Lisinopril for high blood pressure.,5,"August 14, 2020",51,111,19
3712,Cetirizine,Allergies,Not worth the side effects. Very disappointed. I was prescribed Cetirizine for allergies.,2,"June 22, 2021",176,89,13
577,Rizatriptan,Migraine,It works okay but nothing spectacular. I was prescribed Rizatriptan for migraine.,6,"June 26, 2016",22,81,12
2064,Contrave,Obesity,Results are hit or miss. Some days are better than others. I was prescribed Contrave for obesity.,5,"July 16, 2019",106,97,17
4436,Ibuprofen,Pain,Great results overall. I was prescribed Ibuprofen for pain.,7,"October 21, 2019",11,59,9
1181,Ortho Tri-Cyclen,Birth Control,Been on this for a while. Seems to help somewhat. I was prescribed Ortho Tri-Cyclen for birth control.,6,"May 14, 2022",63,102,18
889,Januvia,Diabetes Type 2,Very effective treatment. I was prescribed Januvia for diabetes type 2.,7,"August 04, 2022",80,71,11
3129,Valproate,Bipolar Disorder,Results are hit or miss. Some days are better than others. I was prescribed Valproate for bipolar disorder.,6,"January 21, 2023",190,107,18
1733,Loratadine,Allergies,Average medication. Does what it is supposed to do. I was prescribed Loratadine for allergies.,5,"June 18, 2022",24,94,15
2664,Amoxicillin,Pneumonia,The drowsiness was unbearable. Could not function normally. I was prescribed Amoxicillin for pneumonia.,3,"September 23, 2020",183,103,14
818,Atorvastatin,High Cholesterol,Great results overall. I was prescribed Atorvastatin for high cholesterol.,8,"December 15, 2019",54,74,10
3278,Isotretinoin,Acne,Average medication. Does what it is supposed to do. I was prescribed Isotretinoin for acne.,6,"February 20, 2016",143,91,15
1860,Hydroxyzine,Anxiety,It works okay but nothing spectacular. I was prescribed Hydroxyzine for anxiety.,6,"July 27, 2018",118,80,12
209,Ortho Tri-Cyclen,Birth Control,Works well with minimal side effects. I was prescribed Ortho Tri-Cyclen for birth control.,7,"February 05, 2018",197,90,14
294,Fexofenadine,Allergies,Very effective treatment. I was prescribed Fexofenadine for allergies.,8,"January 26, 2015",46,70,9
1120,Ritalin,ADHD,Changed my life for the better. Finally feel normal again. I was prescribed Ritalin for adhd.,8,"September 13, 2021",116,93,16
2214,Montelukast,Asthma,Average medication. Does what it is supposed to do. I was prescribed Montelukast for asthma.,4,"February 01, 2019",109,92,15
1610,Venlafaxine,Depression,Results are hit or miss. Some days are better than others. I was prescribed Venlafaxine for depression.,5,"March 23, 2020",51,103,17
1265,Levothyroxine,Hypothyroidism,No major complaints but no major improvements either. I was prescribed Levothyroxine for hypothyroidism.,6,"August 12, 2020",28,104,14
991,Quetiapine,Bipolar Disorder,Average medication. Does what it is supposed to do. I was prescribed Quetiapine for bipolar disorder.,6,"October 21, 2019",43,101,16
4198,Propranolol,Migraine,Terrible side effects made me stop taking it. I was prescribed Propranolol for migraine.,2,"January 17, 2021",44,88,14
1617,Montelukast,Allergies,Results are hit or miss. Some days are better than others. I was prescribed Montelukast for allergies.,6,"March 24, 2016",145,102,17
354,Budesonide,Asthma,Some improvement but still dealing with symptoms. I was prescribed Budesonide for asthma.,5,"March 28, 2017",154,89,13
4558,Melatonin,Insomnia,Results are hit or miss. Some days are better than others. I was prescribed Melatonin for insomnia.,6,"September 01, 2020",117,99,17
2023,Losartan,High Blood Pressure,Great results overall. I was prescribed Losartan for high blood pressure.,9,"August 17, 2022",171,73,11
3691,Ritalin,ADHD,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Ritalin for adhd.,7,"January 30, 2022",89,104,17
2556,Saxenda,Obesity,Been taking for months with consistent positive results. I was prescribed Saxenda for obesity.,7,"August 16, 2015",31,94,14
3049,Liothyronine,Hypothyroidism,Great results overall. I was prescribed Liothyronine for hypothyroidism.,7,"April 22, 2017",197,72,9
1229,Fluticasone,Asthma,Been taking for months with consistent positive results. I was prescribed Fluticasone for asthma.,8,"September 13, 2020",181,97,14
260,Rizatriptan,Migraine,This medication has been a lifesaver. I was prescribed Rizatriptan for migraine.,7,"June 19, 2019",70,80,12
1520,Isotretinoin,Acne,I noticed improvement within the first week. I was prescribed Isotretinoin for acne.,10,"December 19, 2016",181,84,13
1778,Ezetimibe,High Cholesterol,Average medication. Does what it is supposed to do. I was prescribed Ezetimibe for high cholesterol.,5,"August 19, 2017",53,100,16
4740,Methotrexate,Arthritis,My doctor recommended this and it really helped. I was prescribed Methotrexate for arthritis.,7,"March 18, 2020",5,93,14
1771,Loratadine,Allergies,Results are hit or miss. Some days are better than others. I was prescribed Loratadine for allergies.,6,"November 09, 2018",112,101,17
4354,Nitrofurantoin,UTI,The drowsiness was unbearable. Could not function normally. I was prescribed Nitrofurantoin for uti.,1,"May 06, 2015",94,100,14
53,Adderall,ADHD,It works okay but nothing spectacular. I was prescribed Adderall for adhd.,4,"April 25, 2022",138,74,12
3474,Buspirone,Anxiety,Made my condition worse. Would not recommend. I was prescribed Buspirone for anxiety.,3,"July 24, 2016",33,85,13
4684,Synthroid,Hypothyroidism,Some improvement but still dealing with symptoms. I was prescribed Synthroid for hypothyroidism.,4,"December 21, 2017",104,96,13
4412,Meloxicam,Arthritis,It works okay but nothing spectacular. I was prescribed Meloxicam for arthritis.,5,"January 31, 2019",101,80,12
2410,Montelukast,Asthma,Not worth the side effects. Very disappointed. I was prescribed Montelukast for asthma.,3,"October 13, 2016",82,87,13
2788,Ritalin,ADHD,Did not work for me at all. Waste of money. I was prescribed Ritalin for adhd.,2,"August 24, 2021",39,78,16
2345,Pantoprazole,GERD,Made my condition worse. Would not recommend. I was prescribed Pantoprazole for gerd.,1,"January 22, 2023",41,85,13
1034,Azithromycin,Pneumonia,Been taking for months with consistent positive results. I was prescribed Azithromycin for pneumonia.,7,"November 08, 2020",107,101,14
1098,Tretinoin,Acne,Too many side effects. Had to switch medications. I was prescribed Tretinoin for acne.,1,"November 07, 2017",121,86,14
544,Ciprofloxacin,UTI,My doctor recommended this and it really helped. I was prescribed Ciprofloxacin for uti.,9,"June 24, 2020",185,88,14
1047,Propranolol,Migraine,I noticed improvement within the first week. I was prescribed Propranolol for migraine.,7,"May 24, 2022",30,87,13
1895,Metoprolol,High Blood Pressure,No major complaints but no major improvements either. I was prescribed Metoprolol for high blood pressure.,5,"July 20, 2022",166,106,16
4377,Doxepin,Insomnia,Made my condition worse. Would not recommend. I was prescribed Doxepin for insomnia.,1,"August 22, 2020",41,84,13
31,Melatonin,Insomnia,Been on this for a while. Seems to help somewhat. I was prescribed Melatonin for insomnia.,4,"March 11, 2016",160,90,16
726,Ibuprofen,Pain,Some improvement but still dealing with symptoms. I was prescribed Ibuprofen for pain.,5,"January 16, 2020",119,86,13
4962,Losartan,High Blood Pressure,Made my condition worse. Would not recommend. I was prescribed Losartan for high blood pressure.,3,"June 16, 2020",107,96,15
4719,Doxycycline,Acne,Very effective treatment. I was prescribed Doxycycline for acne.,7,"September 18, 2021",10,64,9
3904,Valproate,Bipolar Disorder,Gained significant weight while on this medication. I was prescribed Valproate for bipolar disorder.,3,"June 03, 2021",96,100,14
1427,Nitrofurantoin,UTI,Changed my life for the better. Finally feel normal again. I was prescribed Nitrofurantoin for uti.,10,"January 01, 2021",91,99,16
2498,Ranitidine,GERD,Results are hit or miss. Some days are better than others. I was prescribed Ranitidine for gerd.,5,"April 22, 2017",43,96,17
437,Propranolol,Migraine,Very effective treatment. I was prescribed Propranolol for migraine.,10,"July 05, 2015",102,68,9
2471,Valproate,Bipolar Disorder,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Valproate for bipolar disorder.,8,"June 30, 2022",31,118,18
913,Loratadine,Allergies,No major complaints but no major improvements either. I was prescribed Loratadine for allergies.,6,"July 13, 2022",116,96,14
4223,Orlistat,Obesity,Been on this for a while. Seems to help somewhat. I was prescribed Orlistat for obesity.,5,"June 18, 2015",111,88,16
4353,Atorvastatin,High Cholesterol,Results are hit or miss. Some days are better than others. I was prescribed Atorvastatin for high cholesterol.,5,"December 07, 2020",174,110,18
4513,Ibuprofen,Pain,Been on this for a while. Seems to help somewhat. I was prescribed Ibuprofen for pain.,4,"September 28, 2020",100,86,16
4444,Adderall,ADHD,Works well with minimal side effects. I was prescribed Adderall for adhd.,7,"February 17, 2021",99,73,12
2288,Januvia,Diabetes Type 2,No major complaints but no major improvements either. I was prescribed Januvia for diabetes type 2.,5,"February 04, 2021",31,99,16
4598,Doxycycline,Acne,Very effective treatment. I was prescribed Doxycycline for acne.,9,"July 17, 2019",14,64,9
1239,Amoxicillin,Pneumonia,Been taking for months with consistent positive results. I was prescribed Amoxicillin for pneumonia.,7,"September 11, 2017",146,100,14
904,Fluticasone,Asthma,Highly recommend to anyone dealing with this condition. I was prescribed Fluticasone for asthma.,9,"November 15, 2021",13,96,14
3621,Cetirizine,Allergies,Too many side effects. Had to switch medications. I was prescribed Cetirizine for allergies.,2,"October 27, 2016",159,92,14
3232,Buspirone,Anxiety,Too many side effects. Had to switch medications. I was prescribed Buspirone for anxiety.,1,"June 05, 2015",99,89,14
2860,Pantoprazole,GERD,No major complaints but no major improvements either. I was prescribed Pantoprazole for gerd.,6,"March 24, 2021",198,93,14
508,Tramadol,Pain,The drowsiness was unbearable. Could not function normally. I was prescribed Tramadol for pain.,3,"April 16, 2019",114,95,14
3222,Metoprolol,High Blood Pressure,Been taking for months with consistent positive results. I was prescribed Metoprolol for high blood pressure.,7,"March 25, 2019",71,109,16
184,Atorvastatin,High Cholesterol,Highly recommend to anyone dealing with this condition. I was prescribed Atorvastatin for high cholesterol.,7,"July 09, 2017",165,107,15
1565,Quetiapine,Bipolar Disorder,I noticed improvement within the first week. I was prescribed Quetiapine for bipolar disorder.,7,"February 22, 2015",35,94,14
2705,Topiramate,Migraine,Average medication. Does what it is supposed to do. I was prescribed Topiramate for migraine.,6,"May 28, 2021",109,93,15
322,Fluoxetine,Depression,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Fluoxetine for depression.,7,"March 15, 2020",193,113,17
3564,Glipizide,Diabetes Type 2,My doctor recommended this and it really helped. I was prescribed Glipizide for diabetes type 2.,8,"February 22, 2021",120,96,16
1539,Fexofenadine,Allergies,The drowsiness was unbearable. Could not function normally. I was prescribed Fexofenadine for allergies.,3,"June 15, 2018",114,104,14
1838,Gabapentin,Pain,No major complaints but no major improvements either. I was prescribed Gabapentin for pain.,6,"March 02, 2020",194,91,14
2381,Methotrexate,Arthritis,Made my condition worse. Would not recommend. I was prescribed Methotrexate for arthritis.,3,"February 22, 2020",37,90,13
1913,Azithromycin,Pneumonia,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Azithromycin for pneumonia.,7,"April 22, 2019",118,114,17
1841,Fluticasone,Asthma,Results are hit or miss. Some days are better than others. I was prescribed Fluticasone for asthma.,5,"October 20, 2018",138,99,17
2116,Budesonide,Asthma,Some improvement but still dealing with symptoms. I was prescribed Budesonide for asthma.,4,"July 04, 2017",66,89,13
4438,Cetirizine,Allergies,Some improvement but still dealing with symptoms. I was prescribed Cetirizine for allergies.,5,"May 02, 2022",86,92,13
1147,Humira,Arthritis,Terrible side effects made me stop taking it. I was prescribed Humira for arthritis.,3,"March 01, 2021",133,84,14
2487,Synthroid,Hypothyroidism,Average medication. Does what it is supposed to do. I was prescribed Synthroid for hypothyroidism.,5,"April 29, 2016",140,98,15
45,Trimethoprim,UTI,Not worth the side effects. Very disappointed. I was prescribed Trimethoprim for uti.,2,"June 25, 2016",185,85,13
2155,Albuterol,Asthma,Caused severe headaches and nausea. I was prescribed Albuterol for asthma.,2,"March 27, 2021",137,74,11
1527,Humira,Arthritis,This medication has been a lifesaver. I was prescribed Humira for arthritis.,10,"February 15, 2021",129,76,12
4856,Insulin Glargine,Diabetes Type 2,I noticed improvement within the first week. I was prescribed Insulin Glargine for diabetes type 2.,10,"May 31, 2016",29,99,16
1379,Venlafaxine,Depression,Been on this for a while. Seems to help somewhat. I was prescribed Venlafaxine for depression.,4,"July 03, 2018",156,94,16
1766,Amoxicillin,UTI,Too many side effects. Had to switch medications. I was prescribed Amoxicillin for uti.,3,"January 04, 2023",15,87,14
3013,Nitrofurantoin,UTI,Caused severe headaches and nausea. I was prescribed Nitrofurantoin for uti.,2,"September 18, 2022",180,76,11
414,Doxycycline,Acne,Very effective treatment. I was prescribed Doxycycline for acne.,9,"December 15, 2022",57,64,9
4285,Famotidine,GERD,Average medication. Does what it is supposed to do. I was prescribed Famotidine for gerd.,4,"July 22, 2017",110,89,15
1408,Lisinopril,High Blood Pressure,This medication has been a lifesaver. I was prescribed Lisinopril for high blood pressure.,9,"August 30, 2021",168,90,14
1659,Contrave,Obesity,My doctor took me off this due to adverse reactions. I was prescribed Contrave for obesity.,3,"January 05, 2016",60,91,16
802,Doxycycline,Acne,Some improvement but still dealing with symptoms. I was prescribed Doxycycline for acne.,4,"May 31, 2016",10,88,13
1289,Trazodone,Insomnia,Not worth the side effects. Very disappointed. I was prescribed Trazodone for insomnia.,3,"August 22, 2019",134,87,13
2183,Vyvanse,ADHD,Been on this for a while. Seems to help somewhat. I was prescribed Vyvanse for adhd.,5,"February 10, 2016",12,84,16
2589,Saxenda,Obesity,Too many side effects. Had to switch medications. I was prescribed Saxenda for obesity.,3,"April 29, 2017",146,87,14
2616,Metformin,Diabetes Type 2,This medication has been a lifesaver. I was prescribed Metformin for diabetes type 2.,7,"June 03, 2016",112,85,14
2319,Sertraline,Depression,Been on this for a while. Seems to help somewhat. I was prescribed Sertraline for depression.,4,"September 02, 2019",38,93,16
257,Atorvastatin,High Cholesterol,Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Atorvastatin for high cholesterol.,9,"November 26, 2021",104,121,18
4542,Losartan,High Blood Pressure,Changed my life for the better. Finally feel normal again. I was prescribed Losartan for high blood pressure.,10,"June 08, 2018",130,109,18
1730,Albuterol,Asthma,This medication has been a lifesaver. I was prescribed Albuterol for asthma.,10,"May 02, 2017",41,76,12
1152,Omeprazole,GERD,Terrible side effects made me stop taking it. I was prescribed Omeprazole for gerd.,1,"July 08, 2021",200,83,14
4145,Ranitidine,GERD,My doctor took me off this due to adverse reactions. I was prescribed Ranitidine for gerd.,2,"March 11, 2016",35,90,16
648,Phentermine,Obesity,Some improvement but still dealing with symptoms. I was prescribed Phentermine for obesity.,5,"August 13, 2019",15,91,13
2909,Losartan,High Blood Pressure,Some improvement but still dealing with symptoms. I was prescribed Losartan for high blood pressure.,4,"September 19, 2015",156,100,15
1703,Montelukast,Asthma,Been taking for months with consistent positive results. I was prescribed Montelukast for asthma.,7,"July 12, 2022",94,97,14
1882,Hydroxyzine,Anxiety,Been taking for months with consistent positive results. I was prescribed Hydroxyzine for anxiety.,10,"September 28, 2021",91,98,14
3769,Sumatriptan,Migraine,This medication has been a lifesaver. I was prescribed Sumatriptan for migraine.,7,"November 16, 2017",2,80,12
1316,Trimethoprim,UTI,Too many side effects. Had to switch medications. I was prescribed Trimethoprim for uti.,2,"October 25, 2018",123,88,14
2270,Ambien,Insomnia,Been on this for a while. Seems to help somewhat. I was prescribed Ambien for insomnia.,5,"May 16, 2022",199,87,16
1967,Fexofenadine,Allergies,Some improvement but still dealing with symptoms. I was prescribed Fexofenadine for allergies.,5,"November 30, 2022",154,94,13
2466,Sumatriptan,Migraine,This medication has been a lifesaver. I was prescribed Sumatriptan for migraine.,8,"November 29, 2017",200,80,12
3856,NuvaRing,Birth Control,Some improvement but still dealing with symptoms. I was prescribed NuvaRing for birth control.,5,"November 25, 2020",65,94,14
1351,Armour Thyroid,Hypothyroidism,Initially helped but stopped working after a month. I was prescribed Armour Thyroid for hypothyroidism.,3,"July 21, 2019",17,103,15
3297,Lithium,Bipolar Disorder,My doctor recommended this and it really helped. I was prescribed Lithium for bipolar disorder.,10,"April 09, 2019",51,95,15
113,Benzoyl Peroxide,Acne,It works okay but nothing spectacular. I was prescribed Benzoyl Peroxide for acne.,6,"April 02, 2021",63,82,13
3134,Metoprolol,High Blood Pressure,My doctor recommended this and it really helped. I was prescribed Metoprolol for high blood pressure.,9,"January 08, 2019",174,101,16
