uniqueID	drugName	condition	review	rating	date	usefulCount
717	Montelukast	Asthma	It works okay but nothing spectacular. I was prescribed Montelukast for asthma.	6	April 20, 2017	135
718	Famotidine	GERD	Results are hit or miss. Some days are better than others. I was prescribed Famotidine for gerd.	6	September 03, 2015	36
719	Ambien	Insomnia	It works okay but nothing spectacular. I was prescribed Ambien for insomnia.	5	August 06, 2017	133
720	Simvastatin	High Cholesterol	Results are hit or miss. Some days are better than others. I was prescribed Simvastatin for high cholesterol.	5	December 14, 2015	148
721	Alprazolam	Anxiety	No major complaints but no major improvements either. I was prescribed Alprazolam for anxiety.	6	June 04, 2019	19
722	Lithium	Bipolar Disorder	Caused severe headaches and nausea. I was prescribed Lithium for bipolar disorder.	1	June 06, 2022	33
723	Ranitidine	GERD	Initially helped but stopped working after a month. I was prescribed Ranitidine for gerd.	2	July 14, 2018	100
724	Meloxicam	Arthritis	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Meloxicam for arthritis.	7	January 18, 2018	59
725	Fluoxetine	Depression	Some improvement but still dealing with symptoms. I was prescribed Fluoxetine for depression.	6	July 22, 2021	27
726	Ibuprofen	Pain	Some improvement but still dealing with symptoms. I was prescribed Ibuprofen for pain.	5	January 16, 2020	119
727	Prednisone	Arthritis	It works okay but nothing spectacular. I was prescribed Prednisone for arthritis.	6	January 04, 2021	91
728	Mirena	Birth Control	Average medication. Does what it is supposed to do. I was prescribed Mirena for birth control.	6	March 12, 2020	67
729	Buspirone	Anxiety	Some improvement but still dealing with symptoms. I was prescribed Buspirone for anxiety.	4	September 11, 2022	77
730	Azithromycin	Pneumonia	Some improvement but still dealing with symptoms. I was prescribed Azithromycin for pneumonia.	4	September 04, 2018	37
731	Fluoxetine	Depression	Average medication. Does what it is supposed to do. I was prescribed Fluoxetine for depression.	6	June 12, 2019	131
732	Januvia	Diabetes Type 2	Initially helped but stopped working after a month. I was prescribed Januvia for diabetes type 2.	3	December 13, 2016	7
733	Budesonide	Asthma	Highly recommend to anyone dealing with this condition. I was prescribed Budesonide for asthma.	7	March 03, 2021	63
734	Diazepam	Anxiety	Did not work for me at all. Waste of money. I was prescribed Diazepam for anxiety.	1	July 26, 2016	31
735	Lisinopril	High Blood Pressure	Great results overall. I was prescribed Lisinopril for high blood pressure.	8	June 19, 2016	50
736	Montelukast	Asthma	Works well with minimal side effects. I was prescribed Montelukast for asthma.	7	July 13, 2021	150
737	Ambien	Insomnia	It works okay but nothing spectacular. I was prescribed Ambien for insomnia.	6	September 22, 2015	50
738	Armour Thyroid	Hypothyroidism	Works well with minimal side effects. I was prescribed Armour Thyroid for hypothyroidism.	8	September 20, 2018	31
739	Insulin Glargine	Diabetes Type 2	This medication has been a lifesaver. I was prescribed Insulin Glargine for diabetes type 2.	10	November 19, 2016	146
740	Ezetimibe	High Cholesterol	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Ezetimibe for high cholesterol.	8	May 01, 2015	97
741	Rosuvastatin	High Cholesterol	The drowsiness was unbearable. Could not function normally. I was prescribed Rosuvastatin for high cholesterol.	1	May 29, 2017	47
742	Trazodone	Insomnia	My doctor took me off this due to adverse reactions. I was prescribed Trazodone for insomnia.	2	August 31, 2016	8
743	Amoxicillin	Pneumonia	No major complaints but no major improvements either. I was prescribed Amoxicillin for pneumonia.	4	April 23, 2018	127
744	Ezetimibe	High Cholesterol	It works okay but nothing spectacular. I was prescribed Ezetimibe for high cholesterol.	6	December 26, 2015	71
745	Fluticasone	Asthma	Been taking for months with consistent positive results. I was prescribed Fluticasone for asthma.	7	March 27, 2017	164
746	Orlistat	Obesity	No major complaints but no major improvements either. I was prescribed Orlistat for obesity.	4	February 04, 2021	4
747	Montelukast	Asthma	Results are hit or miss. Some days are better than others. I was prescribed Montelukast for asthma.	6	February 08, 2021	200
748	Ciprofloxacin	UTI	Been on this for a while. Seems to help somewhat. I was prescribed Ciprofloxacin for uti.	4	August 19, 2020	82
749	Montelukast	Asthma	Some improvement but still dealing with symptoms. I was prescribed Montelukast for asthma.	4	April 17, 2015	81
750	Amoxicillin	Pneumonia	Terrible side effects made me stop taking it. I was prescribed Amoxicillin for pneumonia.	2	February 24, 2018	14
751	Ciprofloxacin	UTI	Gained significant weight while on this medication. I was prescribed Ciprofloxacin for uti.	3	August 11, 2017	40
752	Alprazolam	Anxiety	Too many side effects. Had to switch medications. I was prescribed Alprazolam for anxiety.	2	December 27, 2017	136
753	Glipizide	Diabetes Type 2	Gained significant weight while on this medication. I was prescribed Glipizide for diabetes type 2.	3	May 10, 2019	90
754	Doxycycline	Acne	Great results overall. I was prescribed Doxycycline for acne.	8	August 23, 2021	81
755	Sumatriptan	Migraine	The drowsiness was unbearable. Could not function normally. I was prescribed Sumatriptan for migraine.	3	May 14, 2021	144
756	Gabapentin	Pain	Great results overall. I was prescribed Gabapentin for pain.	10	July 09, 2020	138
757	Loratadine	Allergies	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Loratadine for allergies.	7	June 05, 2015	23
758	Glipizide	Diabetes Type 2	Been on this for a while. Seems to help somewhat. I was prescribed Glipizide for diabetes type 2.	6	June 15, 2017	5
759	Saxenda	Obesity	Terrible side effects made me stop taking it. I was prescribed Saxenda for obesity.	3	September 20, 2018	157
760	Ortho Tri-Cyclen	Birth Control	Very effective treatment. I was prescribed Ortho Tri-Cyclen for birth control.	7	January 15, 2023	45
761	Methotrexate	Arthritis	It works okay but nothing spectacular. I was prescribed Methotrexate for arthritis.	4	August 28, 2016	150
762	Ibuprofen	Pain	Been on this for a while. Seems to help somewhat. I was prescribed Ibuprofen for pain.	6	February 03, 2019	18
763	Propranolol	Migraine	Changed my life for the better. Finally feel normal again. I was prescribed Propranolol for migraine.	10	February 18, 2016	86
764	Fexofenadine	Allergies	Some improvement but still dealing with symptoms. I was prescribed Fexofenadine for allergies.	5	October 07, 2016	187
765	Ezetimibe	High Cholesterol	Very effective treatment. I was prescribed Ezetimibe for high cholesterol.	8	December 14, 2016	181
766	Vyvanse	ADHD	Some improvement but still dealing with symptoms. I was prescribed Vyvanse for adhd.	4	June 19, 2022	150
767	Benzoyl Peroxide	Acne	Average medication. Does what it is supposed to do. I was prescribed Benzoyl Peroxide for acne.	5	September 21, 2022	75
768	Naproxen	Pain	This medication has been a lifesaver. I was prescribed Naproxen for pain.	10	November 15, 2022	146
769	Albuterol	Asthma	Some improvement but still dealing with symptoms. I was prescribed Albuterol for asthma.	4	October 03, 2021	81
770	Amoxicillin	Pneumonia	Changed my life for the better. Finally feel normal again. I was prescribed Amoxicillin for pneumonia.	10	March 02, 2016	127
771	Acetaminophen	Pain	Works well with minimal side effects. I was prescribed Acetaminophen for pain.	7	September 01, 2017	88
772	Humira	Arthritis	No major complaints but no major improvements either. I was prescribed Humira for arthritis.	4	December 30, 2015	181
773	Prednisone	Arthritis	This medication has been a lifesaver. I was prescribed Prednisone for arthritis.	7	December 22, 2017	53
774	Omeprazole	GERD	Very effective treatment. I was prescribed Omeprazole for gerd.	8	November 17, 2017	27
775	Lisinopril	High Blood Pressure	Been taking for months with consistent positive results. I was prescribed Lisinopril for high blood pressure.	7	November 30, 2019	187
776	Rosuvastatin	High Cholesterol	Caused severe headaches and nausea. I was prescribed Rosuvastatin for high cholesterol.	2	July 12, 2020	96
777	Propranolol	Migraine	It works okay but nothing spectacular. I was prescribed Propranolol for migraine.	4	May 17, 2020	147
778	Pantoprazole	GERD	Results are hit or miss. Some days are better than others. I was prescribed Pantoprazole for gerd.	5	October 29, 2015	8
779	Cetirizine	Allergies	Average medication. Does what it is supposed to do. I was prescribed Cetirizine for allergies.	5	December 05, 2017	26
780	Escitalopram	Depression	I noticed improvement within the first week. I was prescribed Escitalopram for depression.	7	March 18, 2019	41
781	Venlafaxine	Depression	It works okay but nothing spectacular. I was prescribed Venlafaxine for depression.	6	October 16, 2018	152
782	Doxycycline	Pneumonia	Terrible side effects made me stop taking it. I was prescribed Doxycycline for pneumonia.	2	November 02, 2019	167
783	Benzoyl Peroxide	Acne	Some improvement but still dealing with symptoms. I was prescribed Benzoyl Peroxide for acne.	6	August 08, 2015	25
784	Humira	Arthritis	Great results overall. I was prescribed Humira for arthritis.	7	August 04, 2019	178
785	Vyvanse	ADHD	My doctor recommended this and it really helped. I was prescribed Vyvanse for adhd.	7	May 03, 2018	60
786	Buspirone	Anxiety	Been taking for months with consistent positive results. I was prescribed Buspirone for anxiety.	8	May 30, 2021	140
787	Trimethoprim	UTI	This medication has been a lifesaver. I was prescribed Trimethoprim for uti.	8	January 17, 2019	0
788	Atorvastatin	High Cholesterol	My doctor recommended this and it really helped. I was prescribed Atorvastatin for high cholesterol.	7	June 04, 2022	160
789	Doxycycline	Pneumonia	Some improvement but still dealing with symptoms. I was prescribed Doxycycline for pneumonia.	5	February 02, 2016	6
790	Ortho Tri-Cyclen	Birth Control	Initially helped but stopped working after a month. I was prescribed Ortho Tri-Cyclen for birth control.	1	December 02, 2015	121
791	Hydroxyzine	Anxiety	Been taking for months with consistent positive results. I was prescribed Hydroxyzine for anxiety.	7	April 12, 2020	125
792	Ambien	Insomnia	No major complaints but no major improvements either. I was prescribed Ambien for insomnia.	6	February 06, 2021	99
793	Isotretinoin	Acne	Results are hit or miss. Some days are better than others. I was prescribed Isotretinoin for acne.	6	February 22, 2019	47
794	Levothyroxine	Hypothyroidism	Initially helped but stopped working after a month. I was prescribed Levothyroxine for hypothyroidism.	2	December 07, 2019	119
795	Melatonin	Insomnia	Initially helped but stopped working after a month. I was prescribed Melatonin for insomnia.	3	April 30, 2021	15
796	Ibuprofen	Pain	Works well with minimal side effects. I was prescribed Ibuprofen for pain.	8	June 29, 2022	88
797	Strattera	ADHD	Been on this for a while. Seems to help somewhat. I was prescribed Strattera for adhd.	5	July 20, 2017	141
798	Insulin Glargine	Diabetes Type 2	Highly recommend to anyone dealing with this condition. I was prescribed Insulin Glargine for diabetes type 2.	7	September 11, 2019	137
799	Trimethoprim	UTI	Results are hit or miss. Some days are better than others. I was prescribed Trimethoprim for uti.	6	May 09, 2018	20
800	Albuterol	Asthma	Been on this for a while. Seems to help somewhat. I was prescribed Albuterol for asthma.	6	May 28, 2021	132
801	Lamotrigine	Bipolar Disorder	Works well with minimal side effects. I was prescribed Lamotrigine for bipolar disorder.	8	January 14, 2020	44
802	Doxycycline	Acne	Some improvement but still dealing with symptoms. I was prescribed Doxycycline for acne.	4	May 31, 2016	10
803	Atorvastatin	High Cholesterol	No major complaints but no major improvements either. I was prescribed Atorvastatin for high cholesterol.	6	November 19, 2019	51
804	Gabapentin	Pain	Average medication. Does what it is supposed to do. I was prescribed Gabapentin for pain.	4	August 02, 2018	186
805	Sertraline	Depression	Results are hit or miss. Some days are better than others. I was prescribed Sertraline for depression.	4	March 28, 2021	101
806	Vyvanse	ADHD	Average medication. Does what it is supposed to do. I was prescribed Vyvanse for adhd.	5	October 29, 2020	117
807	Metoprolol	High Blood Pressure	It works okay but nothing spectacular. I was prescribed Metoprolol for high blood pressure.	6	August 25, 2019	38
808	Gabapentin	Pain	Been on this for a while. Seems to help somewhat. I was prescribed Gabapentin for pain.	4	July 14, 2021	194
809	Buspirone	Anxiety	Changed my life for the better. Finally feel normal again. I was prescribed Buspirone for anxiety.	9	February 18, 2016	73
810	Vyvanse	ADHD	Caused severe headaches and nausea. I was prescribed Vyvanse for adhd.	3	December 17, 2017	98
811	Amoxicillin	UTI	It works okay but nothing spectacular. I was prescribed Amoxicillin for uti.	5	December 06, 2016	70
812	Fluticasone	Asthma	Been on this for a while. Seems to help somewhat. I was prescribed Fluticasone for asthma.	4	October 29, 2021	174
813	Albuterol	Asthma	Been taking for months with consistent positive results. I was prescribed Albuterol for asthma.	9	September 19, 2018	176
814	Omeprazole	GERD	No major complaints but no major improvements either. I was prescribed Omeprazole for gerd.	6	April 30, 2020	68
815	Sumatriptan	Migraine	Very effective treatment. I was prescribed Sumatriptan for migraine.	8	May 26, 2018	79
816	Doxepin	Insomnia	Did not work for me at all. Waste of money. I was prescribed Doxepin for insomnia.	2	July 22, 2017	34
817	Montelukast	Allergies	Average medication. Does what it is supposed to do. I was prescribed Montelukast for allergies.	6	January 08, 2018	186
818	Atorvastatin	High Cholesterol	Great results overall. I was prescribed Atorvastatin for high cholesterol.	8	December 15, 2019	54
819	Ezetimibe	High Cholesterol	Been on this for a while. Seems to help somewhat. I was prescribed Ezetimibe for high cholesterol.	6	March 12, 2019	14
820	Orlistat	Obesity	Works well with minimal side effects. I was prescribed Orlistat for obesity.	8	June 28, 2018	181
821	Saxenda	Obesity	Some improvement but still dealing with symptoms. I was prescribed Saxenda for obesity.	4	November 17, 2020	145
822	Amlodipine	High Blood Pressure	Great results overall. I was prescribed Amlodipine for high blood pressure.	9	April 02, 2017	14
823	Omeprazole	GERD	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Omeprazole for gerd.	10	July 27, 2015	92
824	NuvaRing	Birth Control	Average medication. Does what it is supposed to do. I was prescribed NuvaRing for birth control.	5	March 16, 2020	129
825	Albuterol	Asthma	No major complaints but no major improvements either. I was prescribed Albuterol for asthma.	4	May 06, 2015	61
826	Propranolol	Migraine	Changed my life for the better. Finally feel normal again. I was prescribed Propranolol for migraine.	9	January 02, 2020	45
827	Ciprofloxacin	UTI	Very effective treatment. I was prescribed Ciprofloxacin for uti.	9	October 31, 2016	66
828	Escitalopram	Depression	It works okay but nothing spectacular. I was prescribed Escitalopram for depression.	4	May 03, 2019	12
829	Doxycycline	Acne	Some improvement but still dealing with symptoms. I was prescribed Doxycycline for acne.	4	April 05, 2022	57
830	NuvaRing	Birth Control	No major complaints but no major improvements either. I was prescribed NuvaRing for birth control.	5	August 05, 2019	131
831	Lisinopril	High Blood Pressure	My doctor took me off this due to adverse reactions. I was prescribed Lisinopril for high blood pressure.	2	June 25, 2016	165
832	Tretinoin	Acne	Too many side effects. Had to switch medications. I was prescribed Tretinoin for acne.	3	October 30, 2017	155
833	Fexofenadine	Allergies	Caused severe headaches and nausea. I was prescribed Fexofenadine for allergies.	3	March 23, 2019	89
834	Synthroid	Hypothyroidism	Some improvement but still dealing with symptoms. I was prescribed Synthroid for hypothyroidism.	4	March 26, 2020	77
835	Saxenda	Obesity	Been on this for a while. Seems to help somewhat. I was prescribed Saxenda for obesity.	5	February 24, 2016	1
836	Contrave	Obesity	Been on this for a while. Seems to help somewhat. I was prescribed Contrave for obesity.	6	April 05, 2022	152
837	Levofloxacin	Pneumonia	My doctor recommended this and it really helped. I was prescribed Levofloxacin for pneumonia.	9	September 04, 2022	27
838	Nitrofurantoin	UTI	The drowsiness was unbearable. Could not function normally. I was prescribed Nitrofurantoin for uti.	3	February 06, 2018	163
839	Meloxicam	Arthritis	My doctor recommended this and it really helped. I was prescribed Meloxicam for arthritis.	8	May 11, 2022	182
840	Loratadine	Allergies	Some improvement but still dealing with symptoms. I was prescribed Loratadine for allergies.	5	October 19, 2020	195
841	Omeprazole	GERD	Been on this for a while. Seems to help somewhat. I was prescribed Omeprazole for gerd.	5	July 14, 2019	169
842	Humira	Arthritis	This medication has been a lifesaver. I was prescribed Humira for arthritis.	7	May 08, 2022	127
843	Fexofenadine	Allergies	Caused severe headaches and nausea. I was prescribed Fexofenadine for allergies.	3	July 16, 2019	99
844	Glipizide	Diabetes Type 2	Average medication. Does what it is supposed to do. I was prescribed Glipizide for diabetes type 2.	6	February 23, 2023	182
845	Famotidine	GERD	No major complaints but no major improvements either. I was prescribed Famotidine for gerd.	6	January 08, 2019	129
846	Loratadine	Allergies	Highly recommend to anyone dealing with this condition. I was prescribed Loratadine for allergies.	7	January 11, 2017	75
847	Diazepam	Anxiety	Some improvement but still dealing with symptoms. I was prescribed Diazepam for anxiety.	6	November 25, 2017	185
848	Ritalin	ADHD	Very effective treatment. I was prescribed Ritalin for adhd.	10	May 04, 2022	22
849	Ranitidine	GERD	Some improvement but still dealing with symptoms. I was prescribed Ranitidine for gerd.	4	June 11, 2018	107
850	Meloxicam	Arthritis	Average medication. Does what it is supposed to do. I was prescribed Meloxicam for arthritis.	4	July 26, 2021	75
851	Levothyroxine	Hypothyroidism	Results are hit or miss. Some days are better than others. I was prescribed Levothyroxine for hypothyroidism.	4	August 08, 2015	162
852	Lithium	Bipolar Disorder	Results are hit or miss. Some days are better than others. I was prescribed Lithium for bipolar disorder.	4	March 07, 2017	128
853	Diazepam	Anxiety	Been on this for a while. Seems to help somewhat. I was prescribed Diazepam for anxiety.	4	May 07, 2018	105
854	Glipizide	Diabetes Type 2	I noticed improvement within the first week. I was prescribed Glipizide for diabetes type 2.	8	March 31, 2017	87
855	Ezetimibe	High Cholesterol	I noticed improvement within the first week. I was prescribed Ezetimibe for high cholesterol.	9	July 19, 2018	183
856	Tretinoin	Acne	Results are hit or miss. Some days are better than others. I was prescribed Tretinoin for acne.	4	September 24, 2018	161
857	Isotretinoin	Acne	Terrible side effects made me stop taking it. I was prescribed Isotretinoin for acne.	3	January 20, 2015	115
858	Melatonin	Insomnia	I noticed improvement within the first week. I was prescribed Melatonin for insomnia.	7	June 18, 2021	195
859	Benzoyl Peroxide	Acne	It works okay but nothing spectacular. I was prescribed Benzoyl Peroxide for acne.	4	June 14, 2016	157
860	Ezetimibe	High Cholesterol	Been taking for months with consistent positive results. I was prescribed Ezetimibe for high cholesterol.	7	October 24, 2019	122
861	Albuterol	Asthma	It works okay but nothing spectacular. I was prescribed Albuterol for asthma.	6	December 26, 2020	51
862	Sumatriptan	Migraine	The drowsiness was unbearable. Could not function normally. I was prescribed Sumatriptan for migraine.	2	December 15, 2020	48
863	Lisinopril	High Blood Pressure	Great results overall. I was prescribed Lisinopril for high blood pressure.	9	July 15, 2017	177
864	Rizatriptan	Migraine	I noticed improvement within the first week. I was prescribed Rizatriptan for migraine.	10	February 25, 2016	98
865	Contrave	Obesity	Some improvement but still dealing with symptoms. I was prescribed Contrave for obesity.	4	September 25, 2015	11
866	Fexofenadine	Allergies	Results are hit or miss. Some days are better than others. I was prescribed Fexofenadine for allergies.	5	March 01, 2023	133
867	Levofloxacin	Pneumonia	Results are hit or miss. Some days are better than others. I was prescribed Levofloxacin for pneumonia.	6	September 14, 2022	34
868	Prednisone	Arthritis	Average medication. Does what it is supposed to do. I was prescribed Prednisone for arthritis.	6	February 10, 2017	42
869	Albuterol	Asthma	Great results overall. I was prescribed Albuterol for asthma.	7	July 07, 2017	186
870	Naproxen	Pain	This medication has been a lifesaver. I was prescribed Naproxen for pain.	10	August 12, 2021	129
871	Tretinoin	Acne	Average medication. Does what it is supposed to do. I was prescribed Tretinoin for acne.	5	December 22, 2022	166
872	Insulin Glargine	Diabetes Type 2	No major complaints but no major improvements either. I was prescribed Insulin Glargine for diabetes type 2.	4	November 13, 2017	197
873	Adderall	ADHD	Gained significant weight while on this medication. I was prescribed Adderall for adhd.	2	July 16, 2015	169
874	Buspirone	Anxiety	It works okay but nothing spectacular. I was prescribed Buspirone for anxiety.	4	September 26, 2022	29
875	Ezetimibe	High Cholesterol	Results are hit or miss. Some days are better than others. I was prescribed Ezetimibe for high cholesterol.	5	May 21, 2016	140
876	Doxepin	Insomnia	I noticed improvement within the first week. I was prescribed Doxepin for insomnia.	10	April 21, 2017	177
877	Losartan	High Blood Pressure	Results are hit or miss. Some days are better than others. I was prescribed Losartan for high blood pressure.	4	June 03, 2022	25
878	Contrave	Obesity	Been on this for a while. Seems to help somewhat. I was prescribed Contrave for obesity.	6	October 16, 2021	179
879	Tramadol	Pain	It works okay but nothing spectacular. I was prescribed Tramadol for pain.	5	September 26, 2020	184
880	Azithromycin	Pneumonia	My doctor recommended this and it really helped. I was prescribed Azithromycin for pneumonia.	8	April 11, 2016	200
881	Diazepam	Anxiety	Great results overall. I was prescribed Diazepam for anxiety.	10	October 30, 2021	51
882	Melatonin	Insomnia	Average medication. Does what it is supposed to do. I was prescribed Melatonin for insomnia.	4	November 21, 2022	104
883	Loratadine	Allergies	It works okay but nothing spectacular. I was prescribed Loratadine for allergies.	4	February 23, 2021	127
884	Mirena	Birth Control	Very effective treatment. I was prescribed Mirena for birth control.	8	August 18, 2017	0
885	Lisinopril	High Blood Pressure	Works well with minimal side effects. I was prescribed Lisinopril for high blood pressure.	7	June 09, 2021	171
886	Trimethoprim	UTI	Works well with minimal side effects. I was prescribed Trimethoprim for uti.	10	September 26, 2020	19
887	Hydroxyzine	Anxiety	Great results overall. I was prescribed Hydroxyzine for anxiety.	7	February 14, 2020	75
888	Doxepin	Insomnia	It works okay but nothing spectacular. I was prescribed Doxepin for insomnia.	5	February 13, 2016	44
889	Januvia	Diabetes Type 2	Very effective treatment. I was prescribed Januvia for diabetes type 2.	7	August 04, 2022	80
890	Atorvastatin	High Cholesterol	Works well with minimal side effects. I was prescribed Atorvastatin for high cholesterol.	8	July 07, 2015	2
891	Naproxen	Pain	Very effective treatment. I was prescribed Naproxen for pain.	8	January 04, 2019	112
892	Levofloxacin	Pneumonia	Works well with minimal side effects. I was prescribed Levofloxacin for pneumonia.	7	March 07, 2019	87
893	Tretinoin	Acne	Been taking for months with consistent positive results. I was prescribed Tretinoin for acne.	8	June 28, 2019	116
894	Doxepin	Insomnia	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Doxepin for insomnia.	8	September 24, 2019	166
895	Tretinoin	Acne	I noticed improvement within the first week. I was prescribed Tretinoin for acne.	9	October 22, 2022	185
896	Glipizide	Diabetes Type 2	Works well with minimal side effects. I was prescribed Glipizide for diabetes type 2.	7	September 01, 2019	151
897	Amoxicillin	UTI	Some improvement but still dealing with symptoms. I was prescribed Amoxicillin for uti.	5	November 08, 2021	97
898	Sumatriptan	Migraine	No major complaints but no major improvements either. I was prescribed Sumatriptan for migraine.	6	February 26, 2023	33
899	Amoxicillin	UTI	Works well with minimal side effects. I was prescribed Amoxicillin for uti.	9	August 12, 2019	112
900	Metformin	Diabetes Type 2	Initially helped but stopped working after a month. I was prescribed Metformin for diabetes type 2.	3	May 06, 2022	80
901	Amlodipine	High Blood Pressure	No major complaints but no major improvements either. I was prescribed Amlodipine for high blood pressure.	6	October 17, 2018	132
902	Phentermine	Obesity	Results are hit or miss. Some days are better than others. I was prescribed Phentermine for obesity.	5	June 03, 2022	186
903	Famotidine	GERD	Average medication. Does what it is supposed to do. I was prescribed Famotidine for gerd.	6	June 11, 2022	173
904	Fluticasone	Asthma	Highly recommend to anyone dealing with this condition. I was prescribed Fluticasone for asthma.	9	November 15, 2021	13
905	Amlodipine	High Blood Pressure	Been on this for a while. Seems to help somewhat. I was prescribed Amlodipine for high blood pressure.	6	April 06, 2020	126
906	Tretinoin	Acne	Results are hit or miss. Some days are better than others. I was prescribed Tretinoin for acne.	6	August 06, 2018	61
907	Meloxicam	Arthritis	Terrible side effects made me stop taking it. I was prescribed Meloxicam for arthritis.	2	September 07, 2020	57
908	Strattera	ADHD	Been taking for months with consistent positive results. I was prescribed Strattera for adhd.	7	August 20, 2017	20
909	Liothyronine	Hypothyroidism	Changed my life for the better. Finally feel normal again. I was prescribed Liothyronine for hypothyroidism.	7	January 10, 2020	22
910	Amoxicillin	UTI	Very effective treatment. I was prescribed Amoxicillin for uti.	10	May 01, 2016	127
911	Lisinopril	High Blood Pressure	Results are hit or miss. Some days are better than others. I was prescribed Lisinopril for high blood pressure.	5	August 16, 2019	9
912	Adderall	ADHD	It works okay but nothing spectacular. I was prescribed Adderall for adhd.	6	October 10, 2021	158
913	Loratadine	Allergies	No major complaints but no major improvements either. I was prescribed Loratadine for allergies.	6	July 13, 2022	116
914	Meloxicam	Arthritis	This medication has been a lifesaver. I was prescribed Meloxicam for arthritis.	9	July 02, 2017	116
915	Prednisone	Arthritis	No major complaints but no major improvements either. I was prescribed Prednisone for arthritis.	5	May 15, 2022	93
916	Levothyroxine	Hypothyroidism	It works okay but nothing spectacular. I was prescribed Levothyroxine for hypothyroidism.	6	May 22, 2022	56
917	Losartan	High Blood Pressure	Very effective treatment. I was prescribed Losartan for high blood pressure.	7	February 08, 2022	74
918	Vyvanse	ADHD	No major complaints but no major improvements either. I was prescribed Vyvanse for adhd.	6	March 11, 2016	11
919	Benzoyl Peroxide	Acne	Some improvement but still dealing with symptoms. I was prescribed Benzoyl Peroxide for acne.	4	January 15, 2023	190
920	Atorvastatin	High Cholesterol	Average medication. Does what it is supposed to do. I was prescribed Atorvastatin for high cholesterol.	6	November 07, 2021	50
921	Yaz	Birth Control	Been taking for months with consistent positive results. I was prescribed Yaz for birth control.	8	June 02, 2017	117
922	NuvaRing	Birth Control	Did not work for me at all. Waste of money. I was prescribed NuvaRing for birth control.	3	August 25, 2019	11
923	Lithium	Bipolar Disorder	Results are hit or miss. Some days are better than others. I was prescribed Lithium for bipolar disorder.	6	February 17, 2020	168
924	Lamotrigine	Bipolar Disorder	Results are hit or miss. Some days are better than others. I was prescribed Lamotrigine for bipolar disorder.	4	January 18, 2015	135
925	Insulin Glargine	Diabetes Type 2	Changed my life for the better. Finally feel normal again. I was prescribed Insulin Glargine for diabetes type 2.	8	June 01, 2020	130
926	Doxycycline	Acne	Made my condition worse. Would not recommend. I was prescribed Doxycycline for acne.	2	February 29, 2016	99
927	Levofloxacin	Pneumonia	Been on this for a while. Seems to help somewhat. I was prescribed Levofloxacin for pneumonia.	4	April 25, 2019	107
928	Amoxicillin	Pneumonia	Average medication. Does what it is supposed to do. I was prescribed Amoxicillin for pneumonia.	6	June 18, 2019	87
929	Montelukast	Allergies	I noticed improvement within the first week. I was prescribed Montelukast for allergies.	9	July 19, 2016	105
930	Levofloxacin	Pneumonia	No major complaints but no major improvements either. I was prescribed Levofloxacin for pneumonia.	5	February 21, 2021	80
931	Ritalin	ADHD	Some improvement but still dealing with symptoms. I was prescribed Ritalin for adhd.	4	May 08, 2017	159
932	Fexofenadine	Allergies	I noticed improvement within the first week. I was prescribed Fexofenadine for allergies.	10	December 19, 2022	166
933	Isotretinoin	Acne	Did not work for me at all. Waste of money. I was prescribed Isotretinoin for acne.	2	December 13, 2018	143
934	Amoxicillin	UTI	Not worth the side effects. Very disappointed. I was prescribed Amoxicillin for uti.	1	March 17, 2018	108
935	Lisinopril	High Blood Pressure	This medication has been a lifesaver. I was prescribed Lisinopril for high blood pressure.	7	April 10, 2019	37
936	Metformin	Diabetes Type 2	Some improvement but still dealing with symptoms. I was prescribed Metformin for diabetes type 2.	4	December 29, 2017	192
937	Isotretinoin	Acne	Initially helped but stopped working after a month. I was prescribed Isotretinoin for acne.	3	August 22, 2016	15
938	Loratadine	Allergies	Highly recommend to anyone dealing with this condition. I was prescribed Loratadine for allergies.	7	May 13, 2015	91
939	Levothyroxine	Hypothyroidism	Been on this for a while. Seems to help somewhat. I was prescribed Levothyroxine for hypothyroidism.	6	July 29, 2022	189
940	Ritalin	ADHD	No major complaints but no major improvements either. I was prescribed Ritalin for adhd.	4	April 04, 2022	143
941	Fluticasone	Asthma	Not worth the side effects. Very disappointed. I was prescribed Fluticasone for asthma.	2	October 22, 2022	73
942	Insulin Glargine	Diabetes Type 2	Been taking for months with consistent positive results. I was prescribed Insulin Glargine for diabetes type 2.	8	September 03, 2019	175
943	Methotrexate	Arthritis	This medication has been a lifesaver. I was prescribed Methotrexate for arthritis.	7	October 26, 2017	51
944	Doxycycline	Pneumonia	Some improvement but still dealing with symptoms. I was prescribed Doxycycline for pneumonia.	5	February 08, 2022	180
945	Topiramate	Migraine	Great results overall. I was prescribed Topiramate for migraine.	10	April 19, 2018	114
946	Tretinoin	Acne	Made my condition worse. Would not recommend. I was prescribed Tretinoin for acne.	3	December 12, 2016	188
947	Phentermine	Obesity	Caused severe headaches and nausea. I was prescribed Phentermine for obesity.	2	June 16, 2015	109
948	Trazodone	Insomnia	Some improvement but still dealing with symptoms. I was prescribed Trazodone for insomnia.	4	October 21, 2016	149
